GRADE,VD/NVD,Batch Number,Date,tap_wt_from_EAF,LIFTING TEMP_LRF,TEMP OPENING_LRF,al ingot_kg__during_EAF_tapping,LIME_LRF,SPAR,OXY_EAF,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,Total_Al_LRF_kg,LRF_Final_Chemistry_AL,LRF_Final_Chemistry_C,LRF_Final_Chemistry_MN,Final_S,Final_SI,LRF_Final_Chemistry_N2,GRADE_KEY,C_Target,Mn_Target,Si_Target,Al_Target,C_Min,C_Max,Mn_Min,Mn_Max,Si_Min,Si_Max,Al_Min,Al_Max,N_Max,S_Max,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Mean_Oxygen,Samples
US-AC,VD,4615621.0,,100.0,1565.0,1505.0,178.0,1650.0,50.0,4851.0,0.06,0.54,0.062,0.114,0.071,53.0,285.25,0.037,0.36,0.72,0.004,0.2849,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615622.0,,100.0,1565.0,1505.0,178.0,1300.0,25.0,3800.0,0.045,0.34,0.058,0.07,0.064,51.0,285.25,0.033,0.351,0.69,0.003,0.2839,58.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,NVD,4615623.0,,100.0,1615.0,1505.0,156.0,1550.0,25.0,3572.0,0.035,0.23,0.065,0.0379,0.057,51.0,291.3,0.034,0.108,0.37,0.007,0.0899,70.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615624.0,,100.0,1565.0,1505.0,110.0,1550.0,50.0,3664.0,0.057,0.56,0.065,0.113,0.007,54.0,324.5,0.035,0.344,0.69,0.003,0.275,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,VD,4615625.0,,100.0,1620.0,1505.0,178.0,1900.0,25.0,3849.0,0.037,0.26,0.0599,0.0509,0.055,54.0,349.6,0.035,0.098,0.36,0.006,0.0859,67.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615626.0,,100.0,1570.0,1505.0,178.0,1300.0,50.0,3446.0,0.082,0.28,0.058,0.067,0.101,57.0,359.5,0.033,0.347,0.7,0.003,0.268,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,NVD,4615627.0,,100.0,1600.0,1505.0,178.0,1700.0,25.0,4371.0,0.049,0.24,0.0749,0.0529,0.077,54.0,293.5,0.035,0.103,0.36,0.0089,0.116,64.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615628.0,,100.0,1565.0,1505.0,178.0,1900.0,25.0,4137.0,0.056,0.57,0.063,0.123,0.089,51.0,277.0,0.033,0.331,0.7,0.003,0.259,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615629.0,,100.0,1565.0,1505.0,110.0,1350.0,25.0,3423.0,0.059,0.55,0.0599,0.12,0.123,55.0,202.4,0.034,0.338,0.68,0.004,0.2889,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615630.0,,100.0,1580.0,1505.0,110.0,1750.0,25.0,3498.0,0.072,0.58,0.049,0.168,0.09,54.0,215.6,0.038,0.356,0.7,0.002,0.246,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
HC42AX,VD,4615631.0,,100.0,1575.0,1505.0,0.0,1200.0,25.0,3429.0,0.097,0.72,0.0609,0.1419,0.048,54.0,0.0,0.005,0.411,0.55,0.01,0.2089,58.0,HC42AX,0.425,0.55,0.2,,0.41,0.44,0.5,0.6,0.15,0.25,,,60.0,0.015,0.3279999999999999,-0.1699999999999999,0.0581,,436.781728873635,
US-AC,VD,4615632.0,,100.0,1575.0,1505.0,132.0,1450.0,25.0,3596.0,0.079,0.52,0.047,0.126,0.013,54.0,274.89,0.038,0.368,0.69,0.0022,0.2669,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
HC42AX,VD,4615633.0,,100.0,1560.0,1505.0,0.0,1100.0,25.0,3148.0,0.116,0.37,0.067,0.1499,0.006,60.0,0.0,0.038,0.368,0.69,0.002,0.267,64.0,HC42AX,0.425,0.55,0.2,,0.41,0.44,0.5,0.6,0.15,0.25,,,60.0,0.015,0.309,0.18,0.0501,,436.781728873635,
US-AC,VD,4615634.0,,100.0,1565.0,1505.0,132.0,1400.0,25.0,3238.0,0.09,0.54,0.068,0.122,0.036,58.0,280.5,0.035,0.349,0.69,0.004,0.3029,67.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
HC42AX,VD,4615635.0,,100.0,1555.0,1505.0,0.0,1250.0,25.0,3716.0,0.135,0.4,0.0621,0.1217,0.003,58.0,0.0,0.005,0.445,0.54,0.008,0.2119,54.0,HC42AX,0.425,0.55,0.2,,0.41,0.44,0.5,0.6,0.15,0.25,,,60.0,0.015,0.29,0.15,0.0783,,436.781728873635,
HC42AX,VD,4615636.0,,100.0,1545.0,1505.0,66.0,1200.0,25.0,3258.0,0.087,0.44,0.0539,0.0769,0.003,54.0,66.0,0.004,0.415,0.56,0.004,0.169,55.0,HC42AX,0.425,0.55,0.2,,0.41,0.44,0.5,0.6,0.15,0.25,,,60.0,0.015,0.3379999999999999,0.11,0.1231,,436.781728873635,
HC42AX,VD,4615637.0,,100.0,1580.0,1505.0,44.0,1300.0,25.0,3508.0,0.146,0.43,0.0609,0.111,0.002,57.0,44.0,0.005,0.426,0.56,0.004,0.1749,60.0,HC42AX,0.425,0.55,0.2,,0.41,0.44,0.5,0.6,0.15,0.25,,,60.0,0.015,0.279,0.12,0.089,,436.781728873635,
US-AC,VD,4615638.0,,100.0,1590.0,1505.0,132.0,1550.0,25.0,3558.0,0.102,0.55,0.0529,0.169,0.065,54.0,214.5,0.033,0.349,0.7,0.003,0.266,66.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615639.0,,100.0,1570.0,1505.0,176.0,1500.0,50.0,3511.0,0.069,0.56,0.0529,0.14,0.061,55.0,209.0,0.033,0.35,0.68,0.004,0.246,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615640.0,,100.0,1560.0,1505.0,132.0,1800.0,50.0,3673.0,0.029,0.21,0.0589,0.031,0.013,55.0,287.1,0.033,0.353,0.67,0.002,0.2939,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615641.0,,100.0,1558.0,1505.0,132.0,1550.0,50.0,3716.0,0.075,0.23,0.0539,0.049,0.011,55.0,297.0,0.026,0.348,0.69,0.003,0.2909,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615642.0,,100.0,1562.0,1505.0,132.0,1650.0,50.0,3712.0,0.073,0.57,0.0539,0.151,0.038,51.0,181.5,0.029,0.347,0.7,0.002,0.2349,63.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615643.0,,100.0,1565.0,1505.0,132.0,1550.0,50.0,4303.0,0.073,0.56,0.0529,0.126,0.047,55.0,231.0,0.034,0.359,0.7,0.003,0.2439,63.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,NVD,4615644.0,,100.0,1580.0,1505.0,176.0,1500.0,50.0,3581.0,0.046,0.25,0.0539,0.082,0.033,53.0,308.0,0.03,0.096,0.38,0.004,0.0709,67.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615645.0,,100.0,1562.0,1505.0,110.0,1650.0,50.0,3476.0,0.065,0.55,0.0519,0.1449,0.02,51.0,176.0,0.029,0.353,0.68,0.003,0.263,63.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,NVD,4615646.0,,100.0,1600.0,1505.0,176.0,1350.0,50.0,3536.0,0.044,0.24,0.056,0.048,0.054,51.0,354.2,0.028,0.107,0.37,0.003,0.109,64.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615647.0,,100.0,1562.0,1505.0,132.0,1500.0,50.0,4178.0,0.066,0.57,0.0529,0.125,0.033,57.0,264.0,0.032,0.354,0.67,0.003,0.251,60.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SAE1010,NVD,4615648.0,,100.0,1595.0,1505.0,132.0,1300.0,50.0,3832.0,0.039,0.25,0.0529,0.0439,0.031,51.0,270.6,0.034,0.086,0.37,0.004,0.0919,64.0,SAE1010,,,,,,,,,,,,,,,,,,,452.0,9.0
US-AC,VD,4615649.0,,100.0,1561.0,1505.0,132.0,1300.0,50.0,2947.0,0.057,0.59,0.0509,0.116,0.029,51.0,297.0,0.032,0.355,0.69,0.003,0.276,60.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615650.0,,100.0,1569.0,1505.0,132.0,1400.0,50.0,3384.0,0.054,0.5,0.056,0.115,0.038,51.0,301.95,0.035,0.358,0.69,0.003,0.257,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615651.0,,100.0,1600.0,1505.0,178.0,1700.0,50.0,3152.0,0.064,0.46,0.0599,0.1019,0.055,58.0,352.9,0.037,0.349,0.7,0.006,0.2419,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SS540LS(V),NVD,4615652.0,,100.0,1610.0,1505.0,178.0,1300.0,50.0,3090.0,0.101,0.93,0.064,0.159,0.051,53.0,310.0,0.031,0.224,1.43,0.006,0.2069,89.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
SS540LS(V),NVD,4615653.0,,100.0,1580.0,1505.0,178.0,1100.0,50.0,3302.0,0.091,0.89,0.057,0.14,0.035,54.0,310.0,0.033,0.22,1.43,0.004,0.233,101.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
US-AC,VD,4615654.0,,100.0,1566.0,1505.0,178.0,1550.0,50.0,3308.0,0.052,0.46,0.055,0.098,0.031,53.0,362.8,0.034,0.358,0.69,0.003,0.2439,57.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SS540LS(V),NVD,4615655.0,,100.0,1580.0,1505.0,178.0,1200.0,50.0,3435.0,0.096,0.91,0.0599,0.157,0.04,54.0,293.5,0.037,0.212,1.42,0.007,0.232,88.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
SS540LS(V),NVD,4615656.0,,100.0,1575.0,1505.0,178.0,1150.0,50.0,3682.0,0.071,0.56,0.063,0.125,0.063,51.0,293.5,0.034,0.217,1.44,0.004,0.2099,86.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
US-AC,VD,4615657.0,,100.0,1565.0,1505.0,178.0,1350.0,50.0,3996.0,0.061,0.39,0.063,0.048,0.042,55.0,349.6,0.033,0.368,0.71,0.004,0.2819,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615658.0,,100.0,1565.0,1505.0,178.0,1600.0,50.0,3444.0,0.097,0.58,0.0519,0.104,0.053,51.0,336.4,0.026,0.342,0.7,0.004,0.258,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615659.0,,100.0,1562.0,1505.0,178.0,1450.0,50.0,4040.0,0.086,0.56,0.058,0.1189,0.058,51.0,220.9,0.032,0.34,0.69,0.003,0.28,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SS540LSV,NVD,4615660.0,,100.0,1606.0,1505.0,132.0,1450.0,50.0,3611.0,0.147,0.99,0.057,0.168,0.063,54.0,249.15,0.034,0.228,1.41,0.006,0.2049,85.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
US-AC,VD,4615661.0,,100.0,1566.0,1505.0,178.0,1500.0,50.0,3535.0,0.079,0.56,0.048,0.111,0.072,51.0,220.9,0.033,0.356,0.7,0.003,0.309,60.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
SS540LSV,NVD,4615662.0,,100.0,1580.0,1505.0,132.0,1300.0,50.0,3456.0,0.062,0.53,0.055,0.1,0.021,51.0,297.0,0.049,0.217,1.41,0.01,0.2,76.0,SS540LSV,,,,,,,,,,,,,,,,,,,274.0,2.0
US-AC,VD,4615663.0,,100.0,1560.0,1505.0,178.0,1550.0,50.0,3367.0,0.049,0.52,0.05,0.14,0.036,51.0,270.4,0.032,0.36,0.69,0.003,0.2369,66.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615664.0,,100.0,1565.0,1505.0,132.0,1450.0,50.0,3538.0,0.072,0.55,0.0609,0.121,0.059,48.0,174.9,0.041,0.34,0.69,0.003,0.2409,63.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
US-AC,VD,4615665.0,,100.0,1570.0,1505.0,178.0,1600.0,50.0,3132.0,0.068,0.53,0.0449,0.0929,0.031,51.0,407.68,0.031,0.364,0.68,0.004,0.223,61.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
S275LS,NVD,4615666.0,,100.0,1610.0,1505.0,110.0,1350.0,50.0,2909.0,0.052,0.51,0.0509,0.0919,0.009,47.0,245.3,0.032,0.174,0.74,0.005,0.2039,61.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615667.0,,100.0,1580.0,1505.0,110.0,1200.0,50.0,3012.0,0.117,0.59,0.0609,0.134,0.071,53.0,185.9,0.035,0.167,0.74,0.01,0.191,67.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
US-AC,VD,4615668.0,,100.0,1560.0,1505.0,132.0,1650.0,50.0,2846.0,0.105,0.55,0.0599,0.164,0.094,48.0,174.9,0.029,0.367,0.7,0.003,0.2439,64.0,USAC,,,,,,,,,,,,,,,,,,,436.781728873635,
S275LS,NVD,4615669.0,,100.0,1575.0,1505.0,132.0,1200.0,50.0,3490.0,0.088,0.55,0.056,0.132,0.06,54.0,204.6,0.021,0.161,0.72,0.008,0.196,67.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615670.0,,100.0,1574.0,1505.0,132.0,1300.0,50.0,3865.0,0.095,0.61,0.0589,0.1449,0.073,53.0,191.4,0.028,0.156,0.73,0.005,0.221,67.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615671.0,,100.0,1572.0,1505.0,132.0,1250.0,50.0,3475.0,0.117,0.61,0.0509,0.1439,0.052,54.0,201.3,0.027,0.158,0.72,0.008,0.1809,67.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615672.0,,100.0,1575.0,1505.0,132.0,1360.0,50.0,3322.0,0.07,0.6,0.0519,0.138,0.034,53.0,250.8,0.033,0.166,0.74,0.006,0.156,64.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615673.0,,100.0,1572.0,1505.0,132.0,1250.0,50.0,3463.0,0.077,0.6,0.0529,0.136,0.043,54.0,244.86,0.034,0.172,0.76,0.007,0.2089,66.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
S275LS,NVD,4615674.0,,100.0,1570.0,1505.0,132.0,1300.0,50.0,3333.0,0.056,0.59,0.062,0.126,0.028,51.0,247.5,0.026,0.17,0.73,0.006,0.2409,64.0,S275LS,,,,,,,,,,,,,,,,,,,217.0,1.0
JSPMMNCU,NVD,4615675.0,,100.0,1580.0,1505.0,110.0,1500.0,50.0,3986.0,0.056,0.61,0.058,0.0919,0.024,57.0,258.5,0.033,0.154,0.84,0.003,0.2939,64.0,JSPMMNCU,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPMMNCU,NVD,4615676.0,,100.0,1585.0,1505.0,132.0,1200.0,50.0,3497.0,0.07,0.68,0.0609,0.217,0.058,55.0,198.0,0.034,0.144,0.82,0.008,0.273,67.0,JSPMMNCU,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPMMNCU,NVD,4615677.0,,100.0,1575.0,1505.0,132.0,1600.0,50.0,3092.0,0.106,0.69,0.067,0.22,0.046,61.0,234.3,0.028,0.171,0.81,0.008,0.2929,64.0,JSPMMNCU,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPMMNCU,NVD,4615678.0,,100.0,1570.0,1505.0,132.0,1100.0,50.0,3912.0,0.089,0.67,0.068,0.234,0.056,54.0,198.0,0.03,0.181,0.86,0.006,0.28,67.0,JSPMMNCU,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPMMNCU,NVD,4615679.0,,100.0,1570.0,1505.0,132.0,900.0,50.0,3802.0,0.058,0.57,0.048,0.151,0.016,60.0,165.0,0.037,0.14,0.82,0.0109,0.3669,70.0,JSPMMNCU,,,,,,,,,,,,,,,,,,,436.781728873635,
HC78ACRX,VD,4615680.0,,100.0,1550.0,1505.0,0.0,1200.0,200.0,3784.0,0.079,0.43,0.055,0.082,0.001,54.0,0.0,0.004,0.76,0.56,0.004,0.155,61.0,HC78ACRX,,,,,,,,,,,,,,,,,,,396.5,2.0
HC78ACRX,VD,4615681.0,,100.0,1580.0,1505.0,0.0,1000.0,200.0,3552.0,0.069,0.4,0.056,0.079,0.001,57.0,0.0,0.004,0.765,0.54,0.007,0.2059,64.0,HC78ACRX,,,,,,,,,,,,,,,,,,,396.5,2.0
55C11,VD,4615682.0,,100.0,1575.0,1505.0,0.0,1200.0,200.0,4096.0,0.13,0.64,0.0599,0.155,0.001,54.0,0.0,0.004,0.548,1.02,0.004,0.195,60.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615683.0,,100.0,1545.0,1505.0,0.0,1500.0,200.0,3906.0,0.09,0.16,0.0509,0.033,0.002,57.0,0.0,0.003,0.549,1.04,0.0089,0.223,61.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615684.0,,100.0,1590.0,1505.0,0.0,1150.0,200.0,3810.0,0.064,0.58,0.0599,0.115,0.001,55.0,0.0,0.002,0.544,1.02,0.0129,0.196,61.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
HC58BX,VD,4615685.0,,100.0,1575.0,1505.0,0.0,1500.0,200.0,4243.0,0.061,0.62,0.057,0.1479,0.006,57.0,0.0,0.004,0.58,0.75,0.012,0.202,54.0,HC58BX,0.5700000000000001,0.755,0.175,,0.55,0.59,0.71,0.8,0.1,0.25,,,60.0,0.015,0.5090000000000001,0.135,0.0270999999999999,,436.781728873635,
HC58BX,VD,4615686.0,,100.0,1550.0,1505.0,0.0,1500.0,200.0,3919.0,0.049,0.33,0.058,0.0869,0.002,51.0,0.0,0.005,0.571,0.73,0.004,0.166,55.0,HC58BX,0.5700000000000001,0.755,0.175,,0.55,0.59,0.71,0.8,0.1,0.25,,,60.0,0.015,0.521,0.425,0.0880999999999999,,436.781728873635,
HC58BX,VD,4615687.0,,100.0,1550.0,1505.0,0.0,1350.0,200.0,3354.0,0.052,0.47,0.0529,0.1189,0.004,50.0,0.0,0.006,0.571,0.74,0.008,0.2,57.0,HC58BX,0.5700000000000001,0.755,0.175,,0.55,0.59,0.71,0.8,0.1,0.25,,,60.0,0.015,0.518,0.285,0.0560999999999999,,436.781728873635,
HC58BX,VD,4615688.0,,100.0,1550.0,1505.0,0.0,1200.0,200.0,3180.0,0.087,0.47,0.048,0.1469,0.002,51.0,0.0,0.004,0.563,0.75,0.005,0.2,57.0,HC58BX,0.5700000000000001,0.755,0.175,,0.55,0.59,0.71,0.8,0.1,0.25,,,60.0,0.015,0.4830000000000001,0.285,0.0280999999999999,,436.781728873635,
55C11,VD,4615689.0,,100.0,1560.0,1505.0,0.0,1150.0,200.0,3618.0,0.065,0.58,0.0509,0.134,0.006,54.0,0.0,0.002,0.528,1.02,0.016,0.2059,64.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615690.0,,100.0,1540.0,1505.0,0.0,1300.0,200.0,3230.0,0.301,0.78,0.049,0.223,0.002,55.0,0.0,0.003,0.522,1.03,0.0089,0.1729,68.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
HC62AX,VD,4615691.0,,100.0,1555.0,1505.0,0.0,1400.0,200.0,3398.0,0.567,0.44,0.055,0.154,0.003,51.0,0.0,0.005,0.61,0.57,0.003,0.2079,57.0,HC62AX,0.625,0.5449999999999999,0.175,,0.61,0.64,0.51,0.58,0.1,0.25,,,65.0,0.01,0.058,0.1049999999999999,0.0209999999999999,,436.781728873635,
55C11,VD,4615692.0,,100.0,1542.0,1505.0,0.0,1200.0,200.0,3699.0,0.257,0.44,0.0599,0.1409,0.003,54.0,0.0,0.003,0.536,1.01,0.016,0.196,64.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615693.0,,100.0,1542.0,1505.0,0.0,1250.0,200.0,3975.0,0.113,0.7,0.056,0.2059,0.001,50.0,0.0,0.003,0.537,1.02,0.0149,0.202,55.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
HC62AX,VD,4615694.0,,100.0,1550.0,1506.0,0.0,950.0,200.0,3662.0,0.268,0.44,0.0599,0.152,0.002,51.0,0.0,0.011,0.6,0.52,0.0089,0.1739,61.0,HC62AX,0.625,0.5449999999999999,0.175,,0.61,0.64,0.51,0.58,0.1,0.25,,,65.0,0.01,0.357,0.1049999999999999,0.0229999999999999,,436.781728873635,
55C11,VD,4615695.0,,100.0,1540.0,1505.0,0.0,1000.0,200.0,3939.0,0.122,0.76,0.062,0.134,0.001,51.0,0.0,0.002,0.528,1.03,0.019,0.1847,67.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615696.0,,100.0,1542.0,1505.0,0.0,900.0,200.0,3511.0,0.233,0.75,0.066,0.186,0.003,48.0,0.0,0.002,0.528,1.03,0.019,0.185,67.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615697.0,,100.0,1542.0,1505.0,0.0,1100.0,100.0,3751.0,0.354,0.77,0.0599,0.184,0.001,53.0,0.0,0.003,0.538,1.04,0.007,0.222,64.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPHTLSV,VD,4615698.0,,100.0,1610.0,1505.0,132.0,1100.0,100.0,4214.0,0.105,1.0,0.064,0.187,0.061,50.0,198.0,0.028,0.182,1.28,0.0089,0.225,64.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4615699.0,,100.0,1580.0,1505.0,110.0,1250.0,100.0,4056.0,0.111,0.97,0.0739,0.19,0.037,54.0,205.7,0.037,0.188,1.27,0.007,0.218,66.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
55C11,VD,4615700.0,,100.0,1555.0,1505.0,0.0,1200.0,200.0,3763.0,0.097,0.82,0.065,0.153,0.002,54.0,0.0,0.002,0.524,1.0,0.0149,0.223,60.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPHTLSV,NVD,4615701.0,,100.0,1580.0,1505.0,132.0,1400.0,200.0,3717.0,0.123,0.75,0.0589,0.1789,0.002,54.0,283.8,0.031,0.18,1.27,0.0149,0.188,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
55C11,VD,4615702.0,,100.0,1540.0,1505.0,0.0,1050.0,200.0,3415.0,0.385,0.9,0.05,0.2439,0.002,57.0,0.0,0.003,0.534,1.01,0.012,0.217,71.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615703.0,,100.0,1542.0,1505.0,0.0,1100.0,200.0,3998.0,0.08,0.78,0.0599,0.193,0.003,48.0,0.0,0.003,0.536,1.01,0.014,0.19,64.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
55C11,VD,4615704.0,,100.0,1541.0,1505.0,0.0,1350.0,200.0,3355.0,0.077,0.7,0.069,0.153,0.001,54.0,0.0,0.003,0.523,1.04,0.016,0.203,63.0,55C11,,,,,,,,,,,,,,,,,,,436.781728873635,
JSPHTLSV,NVD,4615705.0,,100.0,1605.0,1505.0,132.0,1200.0,200.0,3708.0,0.116,0.98,0.055,0.1739,0.08,63.0,178.2,0.036,0.194,1.27,0.012,0.2099,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4615706.0,,100.0,1600.0,1505.0,132.0,1300.0,200.0,3370.0,0.132,1.0,0.063,0.186,0.083,54.0,168.3,0.031,0.192,1.36,0.0109,0.225,67.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
JSPHTLSV,NVD,4615707.0,,100.0,1605.0,1505.0,132.0,1100.0,200.0,3531.0,0.096,0.96,0.057,0.1719,0.041,63.0,273.9,0.035,0.182,1.29,0.0109,0.218,71.0,JSPHTLSV,,,,,,0.2,,1.3,,0.25,,,90.0,0.025,,,,,345.3333333333333,3.0
E410LS,NVD,4615708.0,,100.0,1605.0,1505.0,132.0,1600.0,200.0,2946.0,0.052,0.42,0.055,0.1,0.029,54.0,257.4,0.02,0.195,1.55,0.004,0.2869,61.0,E410LS,,,,,,,,,,,,,,,,,,,436.781728873635,
HC78ACRX,VD,4615709.0,,100.0,1575.0,1505.0,0.0,1300.0,200.0,3966.0,0.06,0.44,0.056,0.068,0.001,51.0,0.0,0.004,0.782,0.55,0.006,0.165,57.0,HC78ACRX,,,,,,,,,,,,,,,,,,,396.5,2.0
E410SHP,NVD,4615710.0,,100.0,1575.0,1505.0,110.0,1500.0,100.0,3885.0,0.255,0.42,0.0599,0.098,0.002,58.0,251.9,0.029,0.188,1.53,0.017,0.247,68.0,E410SHP,,,,,,,,,,,,,,,,,,,436.781728873635,
E410SHP,NVD,4615711.0,,97.0,1610.0,1505.0,110.0,1300.0,25.0,3740.0,0.047,0.4,0.063,0.0379,0.001,51.0,337.7,0.036,0.183,1.57,0.0089,0.266,67.0,E410SHP,,,,,,,,,,,,,,,,,,,436.781728873635,
E410SHP,NVD,4615712.0,,105.0,1588.0,1505.0,132.0,1400.0,25.0,3680.0,0.181,1.23,0.0589,0.109,0.021,61.0,379.5,0.026,0.183,1.5,0.012,0.2069,66.0,E410SHP,,,,,,,,,,,,,,,,,,,436.781728873635,
HC78ACRX,VD,4615713.0,,98.0,1555.0,1505.0,0.0,1450.0,200.0,3607.0,0.047,0.43,0.082,0.125,0.001,50.0,0.0,0.003,0.792,0.55,0.0109,0.2119,61.0,HC78ACRX,,,,,,,,,,,,,,,,,,,396.5,2.0
HC78ACRX,VD,4615714.0,,99.0,1540.0,1505.0,0.0,1250.0,200.0,3437.0,0.057,0.49,0.084,0.08,0.001,53.0,0.0,0.006,0.768,0.53,0.0109,0.229,60.0,HC78ACRX,,,,,,,,,,,,,,,,,,,396.5,2.0
E410SHP,NVD,4615715.0,,101.0,1588.0,1505.0,132.0,1600.0,25.0,3170.0,0.057,0.44,0.0769,0.049,0.001,51.0,356.4,0.032,0.183,1.55,0.0089,0.2439,64.0,E410SHP,,,,,,,,,,,,,,,,,,,436.781728873635,
E410SHP,NVD,4615716.0,,101.0,1580.0,1505.0,110.0,1450.0,50.0,3191.0,0.087,0.9,0.0719,0.113,0.014,53.0,301.4,0.024,0.179,1.54,0.0109,0.257,67.0,E410SHP,,,,,,,,,,,,,,,,,,,436.781728873635,
