GRADE,VD/NVD,tap_wt_from_EAF,LIFTING TEMP_LRF,TEMP OPENING_LRF,al ingot_kg__during_EAF_tapping,LIME_LRF,SPAR,OXY_EAF,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,Total_Al_LRF_kg,LRF_Final_Chemistry_AL,LRF_Final_Chemistry_C,LRF_Final_Chemistry_MN,Final_S,Final_SI,LRF_Final_Chemistry_N2
E410SHP,NVD,98.0,1580.0,1505.0,132.0,1100.0,25.0,3326.0,0.106,1.04,0.063,0.1729,0.01,47.0,325.05,0.022,0.19,1.56,0.0109,0.231,67.0
E410SHP,NVD,95.0,1582.0,1505.0,132.0,1200.0,25.0,3250.0,0.093,1.07,0.07,0.156,0.003,54.0,249.15,0.031,0.187,1.6,0.008,0.224,67.0
HC78ACRX,VD,104.0,1550.0,1505.0,0.0,1000.0,200.0,3239.0,0.075,0.48,0.064,0.189,0.001,61.0,0.0,0.003,0.776,0.53,0.0179,0.2119,64.0
E410SHP,NVD,103.0,1582.0,1505.0,132.0,1500.0,25.0,3351.0,0.092,1.06,0.065,0.158,0.029,64.0,280.5,0.021,0.172,1.53,0.012,0.2119,64.0
E410SHP,NVD,95.0,1578.0,1505.0,132.0,1400.0,25.0,3031.0,0.114,1.02,0.0599,0.166,0.057,51.0,231.0,0.028,0.167,1.54,0.0089,0.2049,67.0
E410SHP,NVD,98.0,1575.0,1505.0,132.0,1500.0,25.0,3944.0,0.07,0.98,0.064,0.2039,0.053,54.0,224.4,0.03,0.181,1.55,0.017,0.2829,67.0
E410SHP,NVD,100.0,1574.0,1505.0,132.0,1100.0,25.0,3136.0,0.088,1.02,0.0589,0.162,0.041,54.0,198.0,0.034,0.183,1.52,0.005,0.2349,64.0
E410SHP,NVD,100.0,1570.0,1505.0,132.0,1300.0,25.0,3630.0,0.097,1.07,0.0589,0.186,0.074,51.0,198.0,0.035,0.183,1.52,0.0089,0.27,68.0
E410SHP,NVD,99.0,1570.0,1505.0,132.0,1300.0,25.0,3174.0,0.096,1.09,0.0539,0.182,0.049,61.0,247.5,0.04,0.17,1.5,0.012,0.27,64.0
E410SHP,NVD,104.0,1570.0,1505.0,132.0,1400.0,25.0,2927.0,0.086,0.99,0.055,0.165,0.02,51.0,270.6,0.033,0.187,1.5,0.0089,0.262,64.0
C18HMN,NVD,101.0,1615.0,1505.0,132.0,1200.0,25.0,3072.0,0.107,1.01,0.0599,0.2119,0.097,51.0,158.4,0.029,0.17,1.17,0.01,0.217,64.0
E450LS(V+NB),NVD,105.0,1620.0,1505.0,132.0,1200.0,25.0,3800.0,0.103,0.97,0.058,0.186,0.108,61.0,165.0,0.032,0.177,1.55,0.0089,0.231,66.0
C18HMN,NVD,100.0,1590.0,1505.0,132.0,1300.0,25.0,3324.0,0.082,0.78,0.065,0.13,0.06,54.0,217.8,0.035,0.169,1.17,0.008,0.184,64.0
E450LS(V+NB),NVD,100.0,1576.0,1505.0,110.0,1050.0,25.0,3437.0,0.096,0.99,0.0509,0.161,0.022,51.0,261.8,0.029,0.177,1.62,0.0109,0.1769,64.0
E450LS(V+NB),NVD,100.0,1575.0,1505.0,132.0,1300.0,25.0,3476.0,0.092,1.03,0.068,0.168,0.024,51.0,264.0,0.038,0.175,1.55,0.007,0.2059,66.0
E450LS(V+NBL,NVD,100.0,1585.0,1505.0,132.0,1300.0,25.0,3200.0,0.1,1.05,0.0519,0.1769,0.016,54.0,240.9,0.037,0.19,1.63,0.012,0.2119,64.0
E450LS(V+NB),NVD,100.0,1587.0,1505.0,132.0,1200.0,25.0,3257.0,0.116,0.98,0.0519,0.182,0.069,55.0,207.9,0.025,0.187,1.59,0.0089,0.22,67.0
E410SHP,NVD,100.0,1610.0,1505.0,132.0,1200.0,25.0,3432.0,0.088,1.0,0.057,0.162,0.038,54.0,247.5,0.026,0.177,1.5,0.006,0.2129,67.0
E410SHP,NVD,100.0,1565.0,1505.0,132.0,1200.0,25.0,3656.0,0.139,1.01,0.05,0.195,0.096,54.0,158.4,0.029,0.175,1.54,0.0109,0.252,67.0
E450LS(V+NB),NVD,100.0,1600.0,1505.0,132.0,1100.0,25.0,3233.0,0.125,0.94,0.0739,0.169,0.087,54.0,171.6,0.038,0.183,1.58,0.01,0.2089,70.0
E410SHP,NVD,100.0,1572.0,1505.0,132.0,1400.0,25.0,3606.0,0.099,0.97,0.058,0.199,0.041,48.0,300.3,0.03,0.165,1.53,0.0089,0.26,68.0
E450LS(V+NB),NVD,100.0,1600.0,1505.0,132.0,1200.0,25.0,3456.0,0.078,0.98,0.0599,0.136,0.07,54.0,198.0,0.035,0.2,1.59,0.0109,0.2109,64.0
E410SHP,NVD,100.0,1575.0,1505.0,132.0,1300.0,25.0,3250.0,0.102,1.03,0.0729,0.198,0.05,54.0,223.41,0.031,0.173,1.53,0.005,0.267,67.0
E410SHP,NVD,100.0,1590.0,1505.0,132.0,1550.0,25.0,3231.0,0.092,0.98,0.069,0.164,0.072,51.0,198.0,0.039,0.181,1.52,0.016,0.2089,64.0
E410SHP,NVD,100.0,1568.0,1505.0,132.0,1400.0,25.0,3370.0,0.079,0.95,0.0759,0.1,0.026,55.0,336.6,0.033,0.176,1.56,0.008,0.198,67.0
E410SHP,NVD,103.0,1565.0,1505.0,132.0,1250.0,25.0,2905.0,0.107,0.95,0.078,0.154,0.031,57.0,254.1,0.032,0.187,1.53,0.007,0.215,70.0
E410SHP,NVD,104.0,1575.0,1505.0,132.0,1300.0,25.0,3193.0,0.099,1.07,0.0749,0.157,0.024,58.0,313.5,0.039,0.176,1.53,0.008,0.225,67.0
S275LS,NVD,99.0,1605.0,1505.0,132.0,1300.0,25.0,2985.0,0.069,0.56,0.0759,0.129,0.019,57.0,264.0,0.039,0.161,0.72,0.007,0.2129,66.0
E410SHP,NVD,100.0,1570.0,1505.0,132.0,1200.0,25.0,3168.0,0.162,1.08,0.064,0.1799,0.061,55.0,214.5,0.032,0.186,1.52,0.006,0.253,67.0
S275LS,NVD,101.0,1605.0,1505.0,132.0,1300.0,25.0,3271.0,0.069,0.58,0.065,0.152,0.06,51.0,264.0,0.032,0.172,0.74,0.008,0.227,64.0
E410SHP,NVD,95.0,1575.0,1505.0,132.0,1150.0,25.0,3074.0,0.11,1.0,0.07,0.186,0.028,57.0,262.35,0.037,0.193,1.56,0.01,0.245,67.0
E410SHP,NVD,95.0,1570.0,1505.0,132.0,1200.0,25.0,3223.0,0.093,1.0,0.0739,0.1779,0.041,54.0,270.6,0.026,0.189,1.58,0.0089,0.2919,70.0
E410SHP,NVD,98.0,1570.0,1505.0,132.0,1300.0,25.0,3230.0,0.1,1.0,0.066,0.1749,0.091,53.0,216.15,0.04,0.189,1.55,0.0089,0.2379,67.0
E410SHP,NVD,98.0,1575.0,1505.0,132.0,1300.0,25.0,3082.0,0.105,1.02,0.0769,0.188,0.046,45.0,293.04,0.039,0.185,1.51,0.005,0.249,66.0
55C11,VD,99.0,1575.0,1505.0,0.0,1350.0,200.0,3173.0,0.117,0.83,0.0769,0.201,0.001,51.0,0.0,0.003,0.552,1.01,0.0109,0.202,55.0
SS540LSV,NVD,99.0,1605.0,1505.0,132.0,1350.0,25.0,2818.0,0.092,0.79,0.064,0.2059,0.101,55.0,183.15,0.002,0.541,1.03,0.017,0.1809,64.0
55C11,VD,98.0,1546.0,1505.0,0.0,1150.0,200.0,2818.0,0.083,0.83,0.0749,0.245,0.001,53.0,0.0,0.002,0.541,1.03,0.017,0.1809,64.0
SS540LSV,NVD,94.0,1585.0,1505.0,132.0,1300.0,25.0,2818.0,0.073,0.86,0.0589,0.2109,0.05,58.0,165.0,0.002,0.541,1.03,0.017,0.1809,64.0
SS540LSV,NVD,98.0,1585.0,1505.0,132.0,1300.0,25.0,2818.0,0.067,0.77,0.062,0.1759,0.001,58.0,326.7,0.002,0.541,1.03,0.017,0.1809,64.0
55C11,VD,100.0,1540.0,1505.0,0.0,1100.0,200.0,2818.0,0.097,0.69,0.0729,0.155,0.001,53.0,0.0,0.002,0.541,1.03,0.017,0.1809,64.0
55C11,VD,98.0,1540.0,1505.0,0.0,1100.0,200.0,2818.0,0.095,1.0,0.065,0.28,0.005,57.0,0.0,0.002,0.541,1.03,0.017,0.1809,64.0
55C11,VD,99.0,1545.0,1505.0,0.0,1300.0,200.0,2943.0,0.076,0.7,0.058,0.2049,0.002,53.0,0.0,0.002,0.54,1.02,0.0259,0.234,66.0
55C11,VD,100.0,1532.0,1505.0,0.0,1300.0,200.0,2818.0,0.126,0.8,0.065,0.168,0.001,61.0,0.0,0.002,0.541,1.03,0.017,0.1809,64.0
SS540LSV,NVD,99.0,1605.0,1505.0,132.0,1400.0,200.0,2770.0,0.076,0.8,0.066,0.168,0.001,53.0,379.5,0.028,0.236,1.42,0.01,0.226,86.0
55C11,VD,100.0,1545.0,1505.0,0.0,1100.0,200.0,3037.0,0.132,0.78,0.0599,0.193,0.002,57.0,0.0,0.003,0.53,1.02,0.017,0.1928,71.0
SS540LSV,NVD,101.0,1578.0,1505.0,0.0,1200.0,200.0,3020.0,0.069,0.73,0.0759,0.1799,0.002,48.0,0.0,0.038,0.224,1.48,0.014,0.2,83.0
55C11,VD,99.0,1540.0,1505.0,0.0,1100.0,200.0,2971.0,0.092,0.72,0.0759,0.164,0.001,51.0,0.0,0.003,0.553,1.02,0.023,0.202,64.0
SS540LSV,NVD,94.0,1578.0,1505.0,132.0,1200.0,50.0,2908.0,0.107,1.12,0.069,0.214,0.101,58.0,168.3,0.034,0.21,1.5,0.012,0.264,77.0
55C11,VD,100.0,1535.0,1505.0,0.0,1400.0,200.0,3403.0,0.066,0.77,0.07,0.1499,0.001,54.0,0.0,0.002,0.558,1.06,0.019,0.254,71.0
55C11,VD,105.0,1535.0,1505.0,0.0,1400.0,200.0,3678.0,0.072,0.73,0.0719,0.159,0.001,60.0,0.0,0.002,0.53,1.06,0.0149,0.223,76.0
S275LS,NVD,100.0,1535.0,1505.0,132.0,1350.0,50.0,3054.0,0.061,0.56,0.0719,0.135,0.042,60.0,244.2,0.029,0.157,0.72,0.005,0.184,61.0
55C11,VD,100.0,1535.0,1505.0,0.0,1400.0,50.0,3104.0,0.1,0.8,0.078,0.184,0.002,61.0,0.0,0.002,0.539,1.02,0.012,0.201,60.0
55C11,VD,100.0,1575.0,1505.0,0.0,1300.0,50.0,3038.0,0.077,0.78,0.078,0.2089,0.001,61.0,0.0,0.002,0.503,1.0,0.024,0.225,67.0
S275LS,NVD,98.0,1593.0,1505.0,132.0,1100.0,200.0,2956.0,0.122,0.55,0.069,0.133,0.029,57.0,221.1,0.029,0.169,0.73,0.017,0.1789,64.0
55C11,VD,97.0,1575.0,1505.0,0.0,1200.0,200.0,3620.0,0.061,0.58,0.068,0.111,0.001,57.0,0.0,0.003,0.541,1.02,0.02,0.222,71.0
SSC11,VD,97.0,1535.0,1505.0,0.0,1200.0,200.0,3645.0,0.05,0.55,0.085,0.0929,0.002,64.0,0.0,0.002,0.526,1.06,0.016,0.255,64.0
55C11,VD,96.0,1544.0,1505.0,0.0,1350.0,200.0,3453.0,0.071,0.8,0.085,0.1739,0.002,61.0,0.0,0.002,0.521,1.01,0.023,0.253,71.0
S275LS,NVD,98.0,1607.0,1505.0,132.0,1250.0,50.0,3314.0,0.097,0.72,0.0609,0.1419,0.048,54.0,264.0,0.036,0.155,0.73,0.012,0.196,67.0
55C11,VD,99.0,1535.0,1505.0,0.0,1200.0,200.0,3211.0,0.164,0.7,0.0749,0.171,0.001,58.0,0.0,0.004,0.532,1.03,0.017,0.225,63.0
S275LS,NVD,101.0,1575.0,1505.0,110.0,1150.0,50.0,3930.0,0.07,0.62,0.058,0.14,0.019,61.0,218.9,0.035,0.169,0.71,0.0109,0.198,64.0
S275LS,NVD,100.0,1570.0,1505.0,132.0,1200.0,50.0,3315.0,0.079,0.6,0.0709,0.1479,0.042,60.0,132.0,0.03,0.176,0.73,0.005,0.184,64.0
S275LS,NVD,97.0,1570.0,1505.0,132.0,1400.0,50.0,3421.0,0.05,0.59,0.063,0.1179,0.023,54.0,290.4,0.033,0.168,0.73,0.0109,0.185,64.0
JSPHTLS(V),NVD,97.0,1577.0,1505.0,132.0,1250.0,50.0,3225.0,0.1,1.09,0.058,0.187,0.067,58.0,224.4,0.026,0.184,1.29,0.007,0.2119,64.0
JSPHTLS(V),NVD,96.0,1580.0,1505.0,132.0,1300.0,50.0,3317.0,0.12,1.09,0.0599,0.193,0.057,51.0,222.75,0.038,0.176,1.27,0.012,0.2039,66.0
JSPHTLS(V),NVD,103.0,1580.0,1505.0,132.0,1250.0,50.0,3234.0,0.081,0.96,0.0599,0.13,0.014,51.0,323.4,0.032,0.172,1.27,0.0089,0.2,67.0
JSPHTLS(V),NVD,104.0,1587.0,1505.0,132.0,1200.0,50.0,3203.0,0.082,0.92,0.063,0.111,0.002,55.0,346.5,0.024,0.173,1.3,0.016,0.2039,66.0
JSPHTLS(V),NVD,96.0,1585.0,1505.0,132.0,1250.0,50.0,3097.0,0.136,1.14,0.058,0.2129,0.071,51.0,231.0,0.041,0.193,1.3,0.005,0.269,64.0
JSPHTLS(V),NVD,99.0,1585.0,1505.0,132.0,1300.0,50.0,3306.0,0.071,0.92,0.058,0.201,0.079,57.0,214.5,0.032,0.198,1.31,0.005,0.218,64.0
JSPHTLS(V),NVD,102.0,1575.0,1505.0,132.0,1350.0,50.0,4567.0,0.092,0.99,0.062,0.1729,0.04,54.0,264.0,0.034,0.183,1.29,0.012,0.189,66.0
JSAW5L,VD,102.0,1575.0,1505.0,132.0,1650.0,50.0,4495.0,0.08,1.03,0.062,0.155,0.048,51.0,303.6,0.036,0.168,1.3,0.006,0.307,60.0
JSAW5L,VD,105.0,1575.0,1505.0,132.0,1700.0,50.0,4885.0,0.048,0.54,0.0599,0.108,0.007,51.0,363.0,0.038,0.16,1.26,0.004,0.279,61.0
JSAW5L,VD,100.0,1575.0,1505.0,132.0,1650.0,50.0,3445.0,0.08,0.58,0.048,0.137,0.098,51.0,198.0,0.033,0.159,1.23,0.004,0.2949,58.0
JSPHTLS(V),NVD,107.0,1575.0,1505.0,132.0,1300.0,50.0,3253.0,0.098,1.0,0.0529,0.1769,0.036,54.0,274.89,0.032,0.18,1.28,0.006,0.201,60.0
JSPHTLS(V),NVD,101.0,1580.0,1505.0,132.0,1400.0,50.0,4622.0,0.129,1.1,0.0599,0.189,0.062,54.0,224.4,0.025,0.19,1.27,0.008,0.198,66.0
JSPHTLS(V),NVD,98.0,1580.0,1505.0,132.0,1300.0,50.0,3668.0,0.072,0.81,0.056,0.1749,0.036,54.0,264.0,0.034,0.176,1.28,0.007,0.218,58.0
JSAW5L,VD,96.0,1580.0,1505.0,132.0,1400.0,50.0,4146.0,0.067,0.81,0.0609,0.186,0.05,54.0,237.6,0.034,0.161,1.22,0.006,0.31,67.0
JSAW5L,VD,98.0,1575.0,1505.0,132.0,1200.0,50.0,3143.0,0.079,0.86,0.0539,0.2,0.058,50.0,267.3,0.038,0.161,1.26,0.004,0.2829,61.0
JSAW5L,VD,99.0,1623.0,1505.0,132.0,1800.0,50.0,3178.0,0.09,0.88,0.0529,0.2049,0.077,50.0,191.4,0.032,0.161,1.28,0.004,0.2969,63.0
JSAW5L,VD,99.0,1582.0,1505.0,132.0,1400.0,50.0,3459.0,0.116,0.88,0.067,0.2109,0.12,54.0,198.0,0.036,0.158,1.26,0.004,0.247,63.0
JSAW5L,VD,100.0,1586.0,1505.0,132.0,1100.0,50.0,4097.0,0.076,0.74,0.068,0.17,0.03,63.0,346.5,0.036,0.163,1.24,0.007,0.2889,66.0
SAE4140,VD,90.0,1580.0,1505.0,132.0,1300.0,50.0,3523.0,0.103,0.54,0.065,0.132,0.055,57.0,224.4,0.038,0.404,0.86,0.004,0.2349,64.0
SAE4140,VD,100.0,1558.0,1505.0,110.0,1400.0,50.0,3617.0,0.072,0.69,0.058,0.163,0.058,55.0,242.0,0.036,0.404,0.84,0.003,0.271,60.0
JSPHTLS(V),NVD,94.0,1575.0,1505.0,132.0,1200.0,50.0,2864.0,0.078,0.73,0.058,0.164,0.028,51.0,363.0,0.032,0.178,1.28,0.008,0.2069,70.0
JSAW5L,VD,96.0,1600.0,1505.0,132.0,1550.0,50.0,3399.0,0.058,0.37,0.0449,0.14,0.048,51.0,280.5,0.031,0.159,1.25,0.003,0.2849,61.0
JSAW4,VD,94.0,1610.0,1505.0,132.0,1420.0,50.0,3391.0,0.055,0.34,0.0599,0.114,0.086,54.0,214.5,0.037,0.151,0.47,0.003,0.215,58.0
JSPHTLS(V),NVD,102.0,1600.0,1505.0,132.0,1300.0,50.0,3484.0,0.13,1.03,0.056,0.185,0.063,54.0,188.1,0.03,0.182,1.29,0.005,0.2039,64.0
JSAW4,VD,102.0,1605.0,1505.0,132.0,1570.0,50.0,3323.0,0.059,0.37,0.0599,0.126,0.038,54.0,247.5,0.033,0.162,0.45,0.003,0.2129,58.0
JSAW4,VD,108.0,1595.0,1505.0,132.0,1600.0,50.0,2939.0,0.052,0.33,0.0509,0.113,0.012,51.0,363.0,0.037,0.155,0.47,0.003,0.2099,61.0
JSAW2,VD,97.0,1620.0,1505.0,132.0,1800.0,50.0,3687.0,0.063,0.58,0.0529,0.1409,0.061,51.0,264.0,0.035,0.159,0.74,0.004,0.221,55.0
JSAW2,VD,99.0,1600.0,1505.0,132.0,1900.0,50.0,4033.0,0.106,0.57,0.0609,0.1459,0.115,51.0,171.6,0.035,0.158,0.75,0.003,0.232,55.0
JSAW2,VD,98.0,1595.0,1505.0,132.0,1200.0,50.0,3675.0,0.079,0.57,0.0589,0.109,0.025,51.0,247.5,0.039,0.162,0.74,0.003,0.221,51.0
JSPHTLSV,NVD,106.0,1610.0,1505.0,132.0,1300.0,50.0,3670.0,0.083,0.95,0.0609,0.132,0.013,45.0,297.0,0.033,0.183,1.25,0.007,0.2379,67.0
JSPHTLSV,NVD,100.0,1577.0,1505.0,132.0,1250.0,50.0,3109.0,0.104,1.07,0.066,0.201,0.065,51.0,211.2,0.034,0.188,1.3,0.0089,0.199,61.0
JSAW2,VD,97.0,1595.0,1505.0,132.0,1500.0,50.0,3331.0,0.082,0.56,0.056,0.136,0.056,51.0,270.6,0.031,0.167,0.74,0.002,0.195,55.0
JSPHTLSV,NVD,100.0,1600.0,1505.0,132.0,1250.0,50.0,3675.0,0.089,1.01,0.068,0.14,0.06,41.0,224.4,0.04,0.173,1.29,0.012,0.2129,61.0
JSPHTLSV,NVD,99.0,1590.0,1505.0,132.0,900.0,50.0,3705.0,0.106,1.08,0.0739,0.195,0.045,45.0,231.0,0.04,0.173,1.29,0.0116,0.2128,61.0
JSAW2,VD,91.0,1590.0,1505.0,132.0,1550.0,50.0,4098.0,0.085,0.67,0.065,0.133,0.013,50.0,391.05,0.034,0.165,0.76,0.004,0.2059,53.0
JSPHTLSV,NVD,100.0,1585.0,1505.0,132.0,1220.0,50.0,3320.0,0.092,1.05,0.067,0.1499,0.031,47.0,234.3,0.031,0.184,1.27,0.008,0.2069,60.0
JSAW2,VD,100.0,1580.0,1505.0,132.0,1600.0,50.0,3271.0,0.06,0.55,0.056,0.122,0.03,51.0,315.15,0.034,0.155,0.75,0.002,0.233,55.0
JSAW2,VD,98.0,1611.0,1505.0,132.0,1700.0,50.0,3409.0,0.064,0.57,0.0609,0.122,0.043,45.0,300.3,0.036,0.164,0.76,0.003,0.227,51.0
JSPHTLSV,NVD,100.0,1620.0,1505.0,198.0,1400.0,50.0,3203.0,0.095,0.92,0.064,0.1449,0.031,50.0,307.89,0.037,0.185,1.29,0.006,0.194,61.0
JSPHTLSV,NVD,104.0,1577.0,1505.0,132.0,1200.0,50.0,3104.0,0.127,1.06,0.0599,0.192,0.068,55.0,217.8,0.033,0.183,1.26,0.006,0.2089,64.0
JSAW2,VD,98.0,1580.0,1505.0,132.0,1550.0,50.0,3450.0,0.074,0.55,0.0519,0.081,0.016,55.0,313.5,0.032,0.157,0.77,0.002,0.224,54.0
JSAW2,VD,97.0,1580.0,1505.0,132.0,1450.0,50.0,3210.0,0.067,0.56,0.062,0.122,0.009,54.0,346.5,0.032,0.168,0.76,0.003,0.231,57.0
JSPHTLSV,NVD,98.0,1582.0,1505.0,132.0,1350.0,50.0,3395.0,0.064,0.62,0.0719,0.1419,0.09,60.0,181.5,0.037,0.18,1.29,0.0089,0.2089,64.0
JSPHTLSV,NVD,102.0,1575.0,1505.0,132.0,1400.0,50.0,3214.0,0.09,1.02,0.068,0.169,0.074,58.0,191.4,0.026,0.172,1.25,0.008,0.201,61.0
JSAW2,VD,94.0,1609.0,1505.0,132.0,1200.0,50.0,3206.0,0.097,0.6,0.0749,0.1489,0.153,58.0,181.5,0.033,0.164,0.75,0.002,0.222,64.0
JSAW2,VD,94.0,1580.0,1505.0,132.0,1350.0,50.0,3217.0,0.108,0.59,0.063,0.154,0.116,57.0,198.0,0.036,0.162,0.75,0.003,0.185,57.0
SS540LSV,NVD,100.0,1610.0,1505.0,132.0,1400.0,50.0,3624.0,0.111,1.08,0.068,0.2059,0.084,54.0,178.2,0.024,0.23,1.43,0.004,0.231,82.0
SS540LSV,NVD,105.0,1575.0,1505.0,132.0,1500.0,50.0,3964.0,0.085,1.02,0.062,0.186,0.056,57.0,240.9,0.03,0.226,1.43,0.005,0.227,77.0
JSPHTLSV,NVD,94.0,1575.0,1505.0,132.0,1250.0,50.0,4094.0,0.09,0.65,0.069,0.168,0.129,55.0,158.4,0.04,0.195,1.28,0.007,0.2129,61.0
JSPHTLSV,NVD,94.0,1570.0,1505.0,132.0,1200.0,50.0,3327.0,0.093,0.65,0.0749,0.1499,0.098,60.0,208.23,0.034,0.181,1.28,0.005,0.223,64.0
JSPHTLSV,NVD,103.0,1572.0,1505.0,132.0,1200.0,50.0,3162.0,0.109,1.0,0.078,0.183,0.07,60.0,198.0,0.031,0.184,1.28,0.01,0.2099,67.0
JSPHTLSV,NVD,104.0,1595.0,1505.0,132.0,1200.0,50.0,3044.0,0.083,0.87,0.0519,0.138,0.063,54.0,323.4,0.031,0.183,1.34,0.003,0.2369,66.0
JSAW5L,VD,94.0,1590.0,1505.0,132.0,1250.0,50.0,3037.0,0.09,0.85,0.0539,0.192,0.08,54.0,214.5,0.038,0.154,1.24,0.003,0.3059,61.0
S500,NVD,98.0,1565.0,1505.0,132.0,1200.0,50.0,3280.0,0.092,0.96,0.0519,0.203,0.005,51.0,316.8,0.039,0.172,1.66,0.004,0.4139,64.0
JSPHTLSV,NVD,100.0,1605.0,1505.0,132.0,1250.0,50.0,3425.0,0.073,0.77,0.0539,0.167,0.066,51.0,224.4,0.043,0.182,1.29,0.006,0.2,64.0
JSAW5L,VD,102.0,1575.0,1505.0,132.0,1600.0,50.0,3218.0,0.086,0.79,0.055,0.183,0.074,54.0,214.5,0.035,0.159,1.24,0.003,0.26,61.0
JSAW5L,VD,98.0,1575.0,1505.0,132.0,1200.0,50.0,3452.0,0.131,0.84,0.063,0.2,0.101,50.0,198.0,0.036,0.164,1.26,0.003,0.319,61.0
JSPHTLSV,NVD,100.0,1585.0,1505.0,132.0,1200.0,50.0,3404.0,0.129,1.14,0.056,0.2119,0.103,55.0,165.0,0.036,0.189,1.28,0.0089,0.215,64.0
JSAW5L,VD,99.0,1580.0,1505.0,132.0,1600.0,50.0,3429.0,0.081,0.85,0.0509,0.214,0.165,55.0,188.1,0.042,0.157,1.25,0.003,0.263,57.0
JSPHTLSV,NVD,106.0,1580.0,1505.0,132.0,1200.0,50.0,3424.0,0.096,0.99,0.058,0.169,0.055,54.0,221.1,0.028,0.177,1.24,0.008,0.216,66.0
JSPHTLSV,NVD,100.0,1580.0,1505.0,132.0,1300.0,50.0,3472.0,0.088,1.08,0.0599,0.1779,0.061,50.0,234.3,0.032,0.178,1.27,0.005,0.2129,66.0
JSAW5L,VD,102.0,1580.0,1505.0,132.0,1300.0,50.0,3562.0,0.061,0.79,0.055,0.166,0.048,51.0,264.0,0.037,0.157,1.23,0.003,0.28,58.0
JSAW5L,VD,102.0,1570.0,1505.0,132.0,1300.0,50.0,3427.0,0.064,0.77,0.0599,0.158,0.046,54.0,313.5,0.039,0.166,1.22,0.003,0.245,61.0
C15MMN,NVD,97.0,1610.0,1505.0,132.0,1250.0,50.0,3424.0,0.06,0.56,0.063,0.124,0.066,53.0,198.0,0.029,0.138,0.74,0.007,0.223,64.0
JSAW2,VD,99.0,1610.0,1505.0,132.0,1700.0,50.0,3241.0,0.076,0.56,0.0709,0.14,0.087,51.0,270.6,0.033,0.167,0.76,0.003,0.192,53.0
S275LS,NVD,99.0,1580.0,1505.0,132.0,1150.0,50.0,2977.0,0.06,0.61,0.078,0.135,0.06,54.0,204.6,0.036,0.167,0.71,0.0109,0.221,63.0
S275LS,NVD,103.0,1575.0,1505.0,132.0,1400.0,50.0,3000.0,0.054,0.53,0.07,0.117,0.026,51.0,290.4,0.039,0.16,0.73,0.008,0.196,67.0
JSAW2,VD,103.0,1585.0,1505.0,132.0,1700.0,50.0,3399.0,0.088,0.61,0.063,0.135,0.036,54.0,323.4,0.039,0.168,0.75,0.003,0.223,60.0
S275LS,NVD,99.0,1600.0,1505.0,132.0,1200.0,50.0,2898.0,0.095,0.67,0.0749,0.1719,0.036,47.0,287.1,0.04,0.165,0.73,0.005,0.194,61.0
JSAW2,VD,101.0,1575.0,1505.0,110.0,1200.0,50.0,3002.0,0.057,0.59,0.0739,0.12,0.019,40.0,324.5,0.029,0.169,0.76,0.005,0.215,57.0
S275LS,NVD,100.0,1570.0,1505.0,132.0,1250.0,50.0,2821.0,0.078,0.6,0.0719,0.138,0.094,45.0,214.5,0.035,0.162,0.75,0.01,0.203,61.0
S275LS,NVD,101.0,1566.0,1505.0,132.0,1250.0,50.0,3080.0,0.094,0.59,0.08,0.1449,0.054,47.0,191.4,0.041,0.164,0.72,0.0129,0.2,63.0
S275LS,NVD,100.0,1570.0,1505.0,132.0,1350.0,50.0,3045.0,0.064,0.61,0.0769,0.1409,0.11,35.0,183.15,0.029,0.165,0.78,0.0089,0.191,64.0
S275LS,NVD,102.0,1565.0,1505.0,132.0,1350.0,50.0,3257.0,0.087,0.6,0.07,0.157,0.165,51.0,132.0,0.037,0.164,0.72,0.0089,0.2069,61.0
JSPHTLSV,NVD,104.0,1570.0,1505.0,132.0,1250.0,50.0,3240.0,0.132,1.05,0.067,0.201,0.093,51.0,181.5,0.045,0.179,1.28,0.012,0.221,63.0
JSPHTLSV,NVD,97.0,1580.0,1505.0,132.0,1300.0,50.0,2976.0,0.153,1.18,0.07,0.201,0.1,54.0,234.3,0.035,0.183,1.28,0.004,0.22,61.0
JSPHTLSV,NVD,100.0,1567.0,1505.0,132.0,1300.0,50.0,3476.0,0.14,1.09,0.07,0.2,0.151,48.0,175.56,0.032,0.177,1.29,0.003,0.2359,63.0
JSPHTLSV,NVD,100.0,1580.0,1505.0,132.0,1300.0,50.0,3304.0,0.127,1.1,0.07,0.198,0.118,51.0,234.3,0.035,0.177,1.27,0.008,0.2409,61.0
JSPHTLSV,NVD,102.0,1570.0,1505.0,132.0,1250.0,50.0,3452.0,0.153,1.16,0.0719,0.2059,0.126,55.0,163.35,0.036,0.181,1.31,0.007,0.22,64.0
JSPHTLSV,NVD,105.0,1575.0,1505.0,110.0,1350.0,50.0,3462.0,0.086,0.99,0.0599,0.1409,0.013,43.0,271.7,0.033,0.177,1.28,0.004,0.2399,61.0
JSPHTLSV,NVD,102.0,1570.0,1505.0,132.0,1300.0,50.0,3076.0,0.115,1.03,0.07,0.1799,0.044,53.0,249.15,0.033,0.18,1.29,0.008,0.2,61.0
